2025-08-16,2026-05-08T17:35:55.000+01:00,T1000382,Completed,C5806246,Go Sedan,Botanical Garden,Sultanpur,0,other,0,unknown,0,unknown,914,5.79,4.6,4.7,Credit Card
2025-02-10,2026-05-08T07:18:19.000+01:00,T1001220,Completed,C8764353,Premier Sedan,Sonipat,Indirapuram,0,other,0,unknown,0,unknown,275,20.41,4.1,4.9,Uber Wallet
2025-11-23,2026-05-08T20:11:04.000+01:00,T1001816,Cancelled by Driver,C5402604,Go Sedan,Meerut,Arjangarh,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-19,2026-05-08T07:19:47.000+01:00,T1002809,Cancelled by Customer,C8789516,Auto,Janakpuri,Pragati Maidan,1,Wrong Address,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-03-22,2026-05-08T11:20:54.000+01:00,T1003720,No Driver Found,C7341065,Auto,Sikanderpur,Subhash Nagar,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-02-12,2026-05-08T20:46:39.000+01:00,T1004304,Completed,C3546319,Go Mini,Ardee City,Ashok Park Main,0,other,0,unknown,0,unknown,218,47.28,4.6,4.2,UPI
2025-10-16,2026-05-08T07:31:48.000+01:00,T1004364,Cancelled by Driver,C4500961,Premier Sedan,Anand Vihar ISBT,Yamuna Bank,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-03-08,2026-05-08T13:46:40.000+01:00,T1004551,Completed,C5554814,Auto,Ghitorni,Basai Dhankot,0,other,0,unknown,0,unknown,120,49.19,4.3,4.6,Credit Card
2025-03-11,2026-05-08T09:11:08.000+01:00,T1004775,Cancelled by Driver,C8895629,Auto,Lal Quila,South Extension,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-09-17,2026-05-08T18:34:55.000+01:00,T1005751,Completed,C5804973,Go Sedan,Greater Noida,Anand Vihar ISBT,0,other,0,unknown,0,unknown,949,46.15,4.3,5.0,Credit Card
2025-06-23,2026-05-08T21:53:38.000+01:00,T1006913,Completed,C8178170,Go Sedan,Bahadurgarh,Bhiwadi,0,other,0,unknown,0,unknown,515,23.56,3.7,5.0,UPI
2025-03-23,2026-05-08T22:09:12.000+01:00,T1008018,Completed,C3811912,Auto,Anand Vihar ISBT,Moti Nagar,0,other,0,unknown,0,unknown,237,30.89,3.3,4.9,Credit Card
2025-06-14,2026-05-08T06:41:10.000+01:00,T1008038,Completed,C7707385,Auto,New Colony,DLF Phase 3,0,other,0,unknown,0,unknown,814,17.97,4.1,4.6,Cash
2025-12-19,2026-05-08T08:59:33.000+01:00,T1008468,Cancelled by Driver,C7167227,Auto,Khandsa,Punjabi Bagh,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-06-09,2026-05-08T17:00:26.000+01:00,T1008944,Cancelled by Customer,C9542687,eBike,Shastri Nagar,Ardee City,1,Change of plans,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-09-16,2026-05-08T07:07:51.000+01:00,T1009621,Incomplete,C9501890,Bike,Sohna Road,Welcome,0,other,0,unknown,1,Customer Demand,453,12.41,4.2,4.4,UPI
2025-03-06,2026-05-08T11:05:57.000+01:00,T1010263,Cancelled by Driver,C3930971,Auto,Maidan Garhi,MG Road,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-08-31,2026-05-08T19:41:30.000+01:00,T1011081,Cancelled by Driver,C3977974,Auto,Noida Sector 62,Peeragarhi,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-05-05,2026-05-08T17:50:01.000+01:00,T1011146,Completed,C5250942,Premier Sedan,Hauz Khas,Karol Bagh,0,other,0,unknown,0,unknown,520,30.69,4.7,4.6,UPI
2025-04-02,2026-05-08T08:40:10.000+01:00,T1011862,Cancelled by Driver,C4762400,Auto,Ashram,Green Park,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-08-01,2026-05-08T20:42:10.000+01:00,T1012273,Cancelled by Customer,C7611837,Go Mini,Rohini West,Mundka,1,Change of plans,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-06-04,2026-05-08T06:15:35.000+01:00,T1013248,Completed,C5451686,Auto,Meerut,Manesar,0,other,0,unknown,0,unknown,85,40.38,5.0,3.4,UPI
2025-01-24,2026-05-08T09:37:45.000+01:00,T1013361,Completed,C1463180,Go Mini,Delhi Gate,Noida Sector 62,0,other,0,unknown,0,unknown,900,8.45,4.2,4.9,UPI
2025-05-04,2026-05-08T17:06:35.000+01:00,T1013683,No Driver Found,C1970955,Bike,Nehru Place,Vasant Kunj,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-03-01,2026-05-08T12:50:59.000+01:00,T1013702,Cancelled by Driver,C1198923,Go Sedan,Tilak Nagar,Patel Chowk,0,other,1,Customer related issue,0,unknown,0,0.0,4.2,4.4,unknown
2025-08-28,2026-05-08T04:42:50.000+01:00,T1014397,Completed,C1431378,Go Mini,Gwal Pahari,Yamuna Bank,0,other,0,unknown,0,unknown,456,45.09,4.9,4.3,Cash
