2025-03-21,2026-05-08T20:32:27.000+01:00,T1000473,Completed,C7545774,Go Mini,Hero Honda Chowk,Lal Quila,0,other,0,unknown,0,unknown,445,36.47,3.1,4.6,UPI
2025-10-27,2026-05-08T18:42:20.000+01:00,T1002283,Completed,C9733166,Auto,Aya Nagar,New Colony,0,other,0,unknown,0,unknown,541,37.97,3.8,4.3,UPI
2025-09-08,2026-05-08T15:10:26.000+01:00,T1002610,No Driver Found,C6989413,Premier Sedan,Bhiwadi,Rajiv Chowk,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-04-05,2026-05-08T21:54:40.000+01:00,T1003999,Completed,C7571343,Go Mini,Old Gurgaon,Palam Vihar,0,other,0,unknown,0,unknown,654,29.62,4.1,4.1,Credit Card
2025-01-04,2026-05-08T20:02:18.000+01:00,T1004254,Completed,C9985953,Premier Sedan,Malviya Nagar,Lal Quila,0,other,0,unknown,0,unknown,528,20.87,3.6,4.3,Debit Card
2025-07-31,2026-05-08T20:06:38.000+01:00,T1004763,Completed,C1475705,Bike,Samaypur Badli,Vidhan Sabha,0,other,0,unknown,0,unknown,1277,45.55,3.1,4.4,UPI
2025-12-30,2026-05-08T16:53:11.000+01:00,T1004851,No Driver Found,C1154504,Go Sedan,Raj Nagar Extension,Maidan Garhi,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-05-02,2026-05-08T09:19:47.000+01:00,T1004975,Completed,C2331300,Premier Sedan,Kherki Daula Toll,Maidan Garhi,0,other,0,unknown,0,unknown,116,16.6,3.4,4.1,Uber Wallet
2025-11-03,2026-05-08T09:17:22.000+01:00,T1006809,Completed,C3679562,Go Sedan,IFFCO Chowk,Greater Kailash,0,other,0,unknown,0,unknown,136,31.26,4.6,4.4,UPI
2025-12-20,2026-05-08T12:39:23.000+01:00,T1007718,No Driver Found,C7985019,Auto,Noida Sector 62,Laxmi Nagar,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-07,2026-05-08T21:38:34.000+01:00,T1011273,Cancelled by Driver,C9641350,Uber XL,Mansarovar Park,Jasola,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-02-20,2026-05-08T16:44:13.000+01:00,T1011362,No Driver Found,C5925497,Go Sedan,RK Puram,Noida Sector 62,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-03-16,2026-05-08T10:32:54.000+01:00,T1011580,Completed,C8853856,Go Sedan,Narsinghpur,ITO,0,other,0,unknown,0,unknown,838,31.36,4.1,4.7,UPI
2025-07-30,2026-05-08T15:45:31.000+01:00,T1011828,Cancelled by Customer,C3897250,Auto,Barakhamba Road,Tilak Nagar,1,Driver asked to cancel,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-04-22,2026-05-08T23:05:52.000+01:00,T1013031,Cancelled by Driver,C5441573,Premier Sedan,Mehrauli,Chhatarpur,0,other,1,Customer related issue,0,unknown,0,0.0,4.2,4.4,unknown
2025-04-24,2026-05-08T07:41:59.000+01:00,T1013070,Cancelled by Customer,C4014662,Premier Sedan,Udyog Bhawan,Dwarka Sector 21,1,Wrong Address,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-12-14,2026-05-08T07:25:30.000+01:00,T1013600,Completed,C8782635,eBike,Greater Kailash,IIT Delhi,0,other,0,unknown,0,unknown,356,14.9,4.3,3.4,UPI
2025-06-05,2026-05-08T10:29:50.000+01:00,T1013663,Cancelled by Driver,C8969562,Go Mini,Pataudi Chowk,Rohini,0,other,1,The customer was coughing/sick,0,unknown,0,0.0,4.2,4.4,unknown
2025-10-23,2026-05-08T15:38:49.000+01:00,T1013758,Completed,C1888914,Bike,Dwarka Mor,Anand Vihar ISBT,0,other,0,unknown,0,unknown,838,20.98,4.3,4.1,UPI
2025-10-03,2026-05-08T14:03:04.000+01:00,T1014378,Completed,C1218878,Bike,Dwarka Mor,Laxmi Nagar,0,other,0,unknown,0,unknown,121,34.98,4.6,4.1,UPI
2025-04-26,2026-05-08T10:05:22.000+01:00,T1014474,Completed,C4833224,Go Mini,Madipur,Vaishali,0,other,0,unknown,0,unknown,912,23.36,4.2,3.8,Credit Card
2025-03-02,2026-05-08T18:15:40.000+01:00,T1014633,Completed,C5422782,Bike,Badarpur,Botanical Garden,0,other,0,unknown,0,unknown,323,15.07,4.3,4.6,UPI
2025-06-14,2026-05-08T12:41:46.000+01:00,T1016959,Completed,C7939455,Bike,Akshardham,Shastri Park,0,other,0,unknown,0,unknown,139,9.44,4.7,4.9,UPI
2025-06-17,2026-05-08T15:06:15.000+01:00,T1018462,Completed,C5506073,Bike,Indirapuram,Sadar Bazar Gurgaon,0,other,0,unknown,0,unknown,684,35.83,4.3,4.3,UPI
2025-05-20,2026-05-08T22:45:40.000+01:00,T1019081,No Driver Found,C2141116,Go Mini,Jahangirpuri,Shivaji Park,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-04,2026-05-08T17:24:36.000+01:00,T1019328,Cancelled by Driver,C9072666,Bike,Azadpur,MG Road,0,other,1,The customer was coughing/sick,0,unknown,0,0.0,4.2,4.4,unknown
2025-04-16,2026-05-08T15:54:57.000+01:00,T1019442,Completed,C6860511,Go Mini,ITO,Preet Vihar,0,other,0,unknown,0,unknown,578,36.32,4.8,4.6,Credit Card
2025-10-06,2026-05-08T22:05:59.000+01:00,T1019787,Completed,C6644792,Auto,Noida Sector 62,Sarai Kale Khan,0,other,0,unknown,0,unknown,255,36.4,3.6,4.5,Uber Wallet
2025-12-14,2026-05-08T13:17:11.000+01:00,T1020381,Completed,C5237560,Go Mini,Saidulajab,Nawada,0,other,0,unknown,0,unknown,1336,22.67,4.7,3.4,Cash
2025-04-21,2026-05-08T10:28:36.000+01:00,T1020642,Completed,C4613306,Go Mini,Gurgaon Railway Station,IGI Airport,0,other,0,unknown,0,unknown,415,41.55,4.6,4.2,UPI
2025-12-30,2026-05-08T15:15:56.000+01:00,T1022149,Completed,C9855110,Go Sedan,Munirka,Ghaziabad,0,other,0,unknown,0,unknown,301,26.21,3.9,4.5,UPI
2025-11-13,2026-05-08T16:07:19.000+01:00,T1023301,Completed,C1807570,Go Sedan,Rithala,IGI Airport,0,other,0,unknown,0,unknown,556,38.82,4.2,4.5,Uber Wallet
2025-05-03,2026-05-08T12:03:45.000+01:00,T1023449,Cancelled by Driver,C3140561,Bike,Okhla,Hauz Rani,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-09-23,2026-05-08T06:59:33.000+01:00,T1023752,Cancelled by Driver,C5940112,Go Sedan,Faridabad Sector 15,Preet Vihar,0,other,1,The customer was coughing/sick,0,unknown,0,0.0,4.2,4.4,unknown
2025-04-12,2026-05-08T11:15:39.000+01:00,T1023781,Completed,C1370236,Go Mini,Netaji Subhash Place,Sarojini Nagar,0,other,0,unknown,0,unknown,1579,30.52,4.6,4.3,UPI
2025-10-16,2026-05-08T08:02:14.000+01:00,T1023787,Completed,C1852129,Auto,Noida Sector 62,Bhiwadi,0,other,0,unknown,0,unknown,651,22.77,4.5,4.3,Cash
