2025-07-31,2026-05-08T12:11:09.000+01:00,T1001464,Completed,C8699135,Bike,Basai Dhankot,Udyog Vihar Phase 4,0,other,0,unknown,0,unknown,289,49.02,4.4,3.3,Debit Card
2025-03-25,2026-05-08T11:03:02.000+01:00,T1002369,No Driver Found,C5441651,eBike,Mehrauli,Civil Lines Gurgaon,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-05-01,2026-05-08T09:30:58.000+01:00,T1002523,Completed,C2000347,Go Sedan,IIT Delhi,Noida Sector 18,0,other,0,unknown,0,unknown,912,30.47,3.8,4.6,Cash
2025-04-25,2026-05-08T08:56:08.000+01:00,T1003061,Completed,C4877480,Bike,Lajpat Nagar,Samaypur Badli,0,other,0,unknown,0,unknown,251,19.92,3.4,4.2,UPI
2025-11-22,2026-05-08T10:42:06.000+01:00,T1003118,Cancelled by Driver,C6695069,Go Mini,Dwarka Sector 21,Samaypur Badli,0,other,1,Customer related issue,0,unknown,0,0.0,4.2,4.4,unknown
2025-09-28,2026-05-08T18:57:46.000+01:00,T1004090,Cancelled by Driver,C7637769,Go Sedan,Saidulajab,Mundka,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-17,2026-05-08T19:18:26.000+01:00,T1004841,Completed,C3855607,Auto,Noida Film City,Faridabad Sector 15,0,other,0,unknown,0,unknown,284,33.4,4.5,4.7,UPI
2025-10-24,2026-05-08T18:49:35.000+01:00,T1004974,Cancelled by Driver,C4795239,Auto,Shastri Park,Kirti Nagar,0,other,1,Customer related issue,0,unknown,0,0.0,4.2,4.4,unknown
2025-10-12,2026-05-08T17:01:30.000+01:00,T1005469,Cancelled by Customer,C5291941,Go Sedan,Saidulajab,Noida Extension,1,Driver asked to cancel,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-10-16,2026-05-08T11:57:54.000+01:00,T1005541,Completed,C5240925,Go Mini,Central Secretariat,Kashmere Gate,0,other,0,unknown,0,unknown,639,16.06,4.2,3.9,Cash
2025-08-03,2026-05-08T18:19:01.000+01:00,T1005981,Completed,C5297584,Auto,Maidan Garhi,Jahangirpuri,0,other,0,unknown,0,unknown,943,38.2,4.6,4.2,UPI
2025-06-13,2026-05-08T16:49:52.000+01:00,T1006347,Incomplete,C3291422,Go Sedan,Adarsh Nagar,IFFCO Chowk,0,other,0,unknown,1,Other Issue,260,8.76,4.2,4.4,Cash
2025-08-02,2026-05-08T22:52:09.000+01:00,T1006443,Completed,C3000989,Premier Sedan,Janakpuri,Panipat,0,other,0,unknown,0,unknown,209,7.48,4.4,4.7,UPI
2025-11-02,2026-05-08T12:00:38.000+01:00,T1006477,Incomplete,C6855447,eBike,Mandi House,Janakpuri,0,other,0,unknown,1,Customer Demand,1554,15.2,4.2,4.4,Cash
2025-05-21,2026-05-08T22:50:34.000+01:00,T1006965,Completed,C4284880,Go Sedan,Karol Bagh,Golf Course Road,0,other,0,unknown,0,unknown,534,28.75,4.3,4.7,UPI
2025-01-03,2026-05-08T15:37:06.000+01:00,T1007530,Completed,C3505692,Bike,Panchsheel Park,Jhilmil,0,other,0,unknown,0,unknown,469,9.41,4.3,4.0,UPI
2025-10-29,2026-05-08T21:29:02.000+01:00,T1008818,Completed,C4006146,Go Mini,Greater Noida,Cyber Hub,0,other,0,unknown,0,unknown,398,33.61,4.3,4.5,Cash
2025-08-16,2026-05-08T17:53:49.000+01:00,T1009735,Cancelled by Driver,C8733446,Go Sedan,Hauz Khas,Patel Chowk,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-03-09,2026-05-08T10:34:07.000+01:00,T1010392,Completed,C3974835,Go Sedan,Sushant Lok,Subhash Chowk,0,other,0,unknown,0,unknown,374,37.1,4.7,4.8,UPI
2025-11-23,2026-05-08T06:09:52.000+01:00,T1010953,Cancelled by Driver,C6393488,Go Mini,Keshav Puram,Karol Bagh,0,other,1,More than permitted people in there,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-12,2026-05-08T10:44:35.000+01:00,T1011875,Cancelled by Driver,C8093228,Bike,Sultanpur,Jama Masjid,0,other,1,The customer was coughing/sick,0,unknown,0,0.0,4.2,4.4,unknown
2025-08-08,2026-05-08T19:15:17.000+01:00,T1011941,Cancelled by Driver,C6908027,Auto,Netaji Subhash Place,Hero Honda Chowk,0,other,1,Personal & Car related issues,0,unknown,0,0.0,4.2,4.4,unknown
2025-05-23,2026-05-08T09:18:37.000+01:00,T1012044,Cancelled by Customer,C6988408,Go Mini,Central Secretariat,Connaught Place,1,Change of plans,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-01-06,2026-05-08T23:24:41.000+01:00,T1012166,No Driver Found,C8628452,Auto,Gurgaon Sector 29,Udyog Vihar,0,other,0,unknown,0,unknown,0,0.0,4.2,4.4,unknown
2025-12-29,2026-05-08T23:07:38.000+01:00,T1012980,Completed,C4262050,Go Sedan,Vasant Kunj,Karol Bagh,0,other,0,unknown,0,unknown,1917,47.61,3.6,4.9,Debit Card
2025-09-07,2026-05-08T07:53:17.000+01:00,T1013094,Completed,C5473228,Auto,Welcome,Ghitorni Village,0,other,0,unknown,0,unknown,512,38.49,3.6,5.0,UPI
2025-05-25,2026-05-08T16:59:49.000+01:00,T1014047,Completed,C5986073,Go Mini,Peeragarhi,Patel Chowk,0,other,0,unknown,0,unknown,477,2.65,4.3,4.4,UPI
2025-06-13,2026-05-08T16:40:31.000+01:00,T1014211,Completed,C7332741,Go Sedan,Nirman Vihar,Azadpur,0,other,0,unknown,0,unknown,500,10.65,3.7,5.0,UPI
2025-04-18,2026-05-08T21:02:46.000+01:00,T1014250,Incomplete,C6733727,Auto,Mandi House,Nawada,0,other,0,unknown,1,Vehicle Breakdown,131,13.94,4.2,4.4,UPI
2025-07-09,2026-05-08T14:31:24.000+01:00,T1014455,Incomplete,C6667067,eBike,Madipur,New Delhi Railway Station,0,other,0,unknown,1,Other Issue,95,10.43,4.2,4.4,Credit Card
2025-08-30,2026-05-08T15:35:52.000+01:00,T1014619,Cancelled by Driver,C1223738,Bike,Qutub Minar,Patel Chowk,0,other,1,The customer was coughing/sick,0,unknown,0,0.0,4.2,4.4,unknown
